idhs,tinhtrang,mahs,idhs,mahs,vitri,,diachi,phuongxa,quanhuyen,tinhtp,ngaylap, dato_dientich , dato_dongia ,toadomaps
19918,9,M2102,19918,M2102,+ V? tr°: 1 (M?t ti?n ???ng TÉn S?n),,729 TÉn S?n,Ph??ng 12,Qu?n Gï V?p,H? Ch° Minh,2022-05-25 12:20:04.890, 86.70 ," 114,352,115.00 ","10.836961, 106.646123"
17733,9,M1195b,17733,M1195b,+ V? tr°: 1,,Th?a 01,X? Ph??c TÉn,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-05-26 09:51:35.250, -   , -   ,"11.756640868111766, 107.01186917753029"
19883,9,M2079,19883,M2079,+ V? tr°: 1,,"1203 ???ng ?T743A, kp Chiàu Liàu",Ph??ng TÉn ?ìng Hi?p,ThÖnh Ph? D? An,Bçnh D??ng,2022-05-26 14:20:48.160, 70.00 ," 36,956,113.00 ","10.928058202384113, 106.74856513997126"
19851,9,M2052,19851,M2052,"+ V? tr°: 1, m?t ti?n ???ng ???ng CN11 ",,"Th?a 575, t? 8",Ph??ng S?n K?,Qu?n TÉn Ph£,H? Ch° Minh,2022-05-27 17:08:58.177, 358.00 ," 88,128,494.00 ","10.810524, 106.611003"
19751,9,M1984,19751,M1984,"+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? khu dÉn c? R?ch Mi?u (ph??ng 2, ph??ng 7))",,30 Hoa H?ng (KDCRM),Ph??ng 2,Qu?n Ph£ Nhu?n,H? Ch° Minh,2022-05-30 15:31:22.797, 64.00 ," 239,379,138.00 ","10.796511595751568,106.6913115978241"
19616,9,M1885,19616,M1885,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? khu dÉn c? Ven sìng (???ng l? gi?i <16m)),,"Lì C24, ???ng s? 2, KDC Ven Sìng",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-05-30 16:21:58.460, 126.00 ," 139,000,582.00 ","10.727761026063904, 106.69301569201667"
19763,9,M1992,19763,M1992,+ V? tr°: 1,,13 ???ng 128,Ph??ng Ph??c Long A, Qu?n 9,H? Ch° Minh,2022-05-30 17:19:19.790, 117.60 ," 75,923,114.00 ","10.824139, 106.766335"
20038,9,M2174,20038,M2174,"+ V? tr°: 1 (M?t ti?n ???ng Là Hi?n Mai, ph??ng Th?nh M? L?i (D? †n 174ha))",,"Th?a 639, t? 19",Ph??ng  Th?nh M? L?i, Qu?n 2,H? Ch° Minh,2022-05-31 17:19:02.997, 160.00 ," 261,738,619.00 ","10.775432, 106.752448"
19795,9,M2015,19795,M2015,+ V? tr°: 1 (M?t ti?n ???ng TH?I V?N LUNG),,"Th?a 168, t? 41",Ph??ng 2,ThÖnh ph? V?ng TÖu,BÖ R?a V?ng TÖu,2022-06-01 10:50:46.530, 105.80 ," 104,047,532.00 ","10.3361,1070831"
19885,9,M2081,19885,M2081,+ V? tr°: 1 (M?t ti?n ???ng ???ng n?i b? <14m Khu dÉn c? Cìng ty Nam Long (ph??ng Ph£ Thu?n)),,"Th?a 562, t? 52",Ph??ng Ph£ Thu?n, Qu?n 7,H? Ch° Minh,2022-06-07 15:51:52.890, 205.80 ," 81,471,291.00 ","10.732742,106.734218"
17580,9,M1071,17580,M1071,"+ V? tr°: 1, m?t ti?n ???ng QL14",,"Th?a 194, t? 15",X? TÉn ThÖnh,Th? x? ??ng XoÖi,Bçnh Ph??c,2022-06-07 18:09:42.083," 1,642.00 "," 2,951,819.00 ","11.514232, 106.804831"
20203,9,M2284,20203,M2284,+ V? tr°: 1 (M?t ti?n ???ng ???ng 72-TML (D? †n Cìng ty Ph£ Nhu?n)),,"Th?a 1138, t? 20",Ph??ng  Th?nh M? L?i, Qu?n 2,H? Ch° Minh,2022-06-08 09:33:33.143, 78.00 ," 151,629,523.00 ","10.76982132643643, 106.75657239353485"
20200,9,M2281,20200,M2281,+ V? tr°: 1 ???ng BÖu C†t,,47 BÖu C†t 1,Ph??ng 14,Qu?n TÉn Bçnh,H? Ch° Minh,2022-06-08 11:43:07.767, 128.00 ," 190,561,128.00 ","10.7946932, 106.6422510"
17576,9,M1070a,17576,M1070a,"+ V? tr°: 1, m?t ti?n ???ng DT741",,"Th?a 53, t? 26, thìn Ph??c Hïa",X? Bçnh TÉn,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-06-08 15:25:02.107, 200.00 ," 15,419,948.00 ","11.782280, 106.905467"
17577,9,M1070b,17577,M1070b,"+ V? tr°: 1, m?t ti?n ???ng DT741",,"Th?a 54, t? 26, thìn Ph??c Hïa",X? Bçnh TÉn,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-06-08 15:31:42.267, 200.00 ," 12,147,517.00 ","11.782365, 106.905642"
17578,9,M1070c,17578,M1070c,"+ V? tr°: 1, m?t ti?n ???ng DT741",,"Th?a 55, t? 26, thìn Ph??c Hïa",X? Bçnh TÉn,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-06-08 15:35:03.347, 400.00 ," 12,928,392.00 ","11.782475, 106.905822"
17579,9,M1070d,17579,M1070d,"+ V? tr°: 1, m?t ti?n ???ng DT741",,"Th?a 56, t? 26, thìn Ph??c Hïa",X? Bçnh TÉn,Huy?n Ph£ Ri?ng,Bçnh Ph??c,2022-06-08 15:57:45.333, 200.00 ," 15,592,273.00 ","11.782615, 106.906058"
19966,9,M2135a,19966,M2135a,+ V? tr°: 1,,"Th?a 142, t? 12",Ph??ng TÉn Mai,ThÖnh ph? Biàn Hïa,??ng Nai,2022-06-08 16:56:33.557, 437.50 ," 65,304,549.00 ","10.960081972115669, 106.8557017423813"
20228,9,M2307,20228,M2307,+ V? tr°: 1,,"th?a 38, t? 98",Ph??ng Tr??ng Th?,Qu?n Th? ??c,H? Ch° Minh,2022-06-14 14:53:38.983, -   , -   ,
20253,9,M2325,20253,M2325,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Th?p),,"Th?a 515, t? 18",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-06-14 15:55:25.833, 183.36 ," 334,852,683.00 ","10.738619071382885, 106.71124314555153"
14691,9,L3118b,14691,L3118b,"+ V? tr°: 1, M?t ti?n ???ng 30/4 n?i dÖi",,"Th?a 141, t? 88, kp1",Th? tr?n D??ng ?ìng,Huy?n Ph£ Qu?c,Kiàn Giang,2022-06-14 17:56:59.470," 1,904.10 "," 32,563,656.00 ","10.216121, 103.974408"
14694,9,L3118d,14694,L3118d,"+ V? tr°: 1, m?t ti?n ???ng Nguy?n Trung Tr?c",,"294 Nguy?n Trung Tr?c, kp5 (th?a 101+102, t? 44)",Th? tr?n D??ng ?ìng,Huy?n Ph£ Qu?c,Kiàn Giang,2022-06-14 18:26:25.923, 111.00 ," 128,608,775.00 ","10.224900, 103.975852"
20304,9,M2361,20304,M2361,"+ V? tr°: 1, m?t ti?n ???ng s? 5",,"Th?a 107, t? 290, KDC ?ìng An 4",Ph??ng Bçnh Hïa,ThÖnh ph? Thu?n An,Bçnh D??ng,2022-06-15 15:24:38.403, 139.60 ," 33,624,825.00 ","10.890658, 106.728804"
20335,9,M2386,20335,M2386,+ V? tr°: 1,,A29/22 ?p 1,X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-06-16 09:22:00.933, 299.30 ," 86,143,367.00 ","10.730553570346192, 106.65613534358815"
20335,9,M2386,20335,M2386,+ V? tr°: 1,,A29/22 ?p 1,X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-06-16 09:22:00.933, 299.30 ," 86,143,367.00 ","10.730553570346192, 106.65613534358815"
20098,9,M2212,20098,M2212,+ V? tr°: 1,,"Th?a 1677, t? 33",Ph??ng TÉn ?ìng Hi?p,ThÖnh Ph? D? An,Bçnh D??ng,2022-06-16 14:58:25.753, 300.00 ," 20,761,073.00 ","10.915547343942736, 106.78690924089462"
18287,9,M1621,18287,M1621,+ V? tr°: 1 (M?t ti?n ???ng Qu?c L? 13 M?i (?o?n t? C?u ?ng D?u ??n Ng? t? Bçnh Ph??c)),,"389 Qu?c l? 13, kp5",Ph??ng Hi?p Bçnh Ph??c,Qu?n Th? ??c,H? Ch° Minh,2022-06-20 11:45:27.847, 480.40 ," 107,892,281.00 ","10.841729, 106.717365"
15277,9,L3569e,15277,L3569e,"+ V? tr°: 1, m?t ti?n ???ng Nguy?n Hu? (???ng DT751)",,"Th?a 76, t? 82, kp4",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-06-20 16:34:55.240, 300.00 ," 35,022,680.00 ","11.419041, 106.610625"
17054,9,M0684,17054,M0684,"+ V? tr°: 1, m?t ti?n ???ng Liàn T?nh Minh H?ng - D?u Ti?ng",,"Th?a 2949, t? 15, ?p 5",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-06-20 16:43:16.390, 407.10 ," 4,418,882.00 ","11.479358, 106.579171"
20142,9,M2316,20142,M2316,+ V? tr°: 1,,"Th?a 3296, t? 11",X? Long H?ng,ThÖnh ph? Biàn Hïa,??ng Nai,2022-06-22 11:21:53.117, 144.00 ," 36,974,207.00 ","10.869586, 106.862649"
20463,9,M2483,20463,M2483,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Th?p),,561 Nguy?n Th? Th?p,Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-06-22 15:11:43.197, 132.00 ," 287,688,494.00 ","10.73941, 106.70555"
15401,9,M0107,15401,M0107,"+ V? tr°: 1, m?t ti?n ???ng Ph?m Th? Hi?n",,"Th?a 69, t? 50, ?p 3",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-06-22 15:30:31.130, 153.20 ," 2,707,310.00 ","11.438511, 106.610351"
20236,9,M2240,20236,M2240,+ V? tr°: 1,,"Th?a 3297, t? 11",X? Long H?ng,ThÖnh ph? Biàn Hïa,??ng Nai,2022-06-24 14:16:33.987, 144.00 ," 36,974,207.00 ","10.86960955150124, 106.86266276875476"
20236,9,M2240,20236,M2240,+ V? tr°: 1,,"Th?a 3297, t? 11",X? Long H?ng,ThÖnh ph? Biàn Hïa,??ng Nai,2022-06-24 14:16:33.987, 144.00 ," 36,974,207.00 ","10.869566337673637, 106.86270758711616"
16518,9,M0294a,16518,M0294a,+ V? tr°: 1,,"Th?a 513, t? 31",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-06-24 16:53:46.230, 150.00 ," 16,873,436.00 ","11.459421, 106.627593"
20439,9,M2465,20439,M2465,+ V? tr°: 1 (M?t ti?n ???ng ???ng 101-TML (D? †n 143Ha vÖ D? †n Cìng ty CP ??u T? Th? Thiàm)),,N?n O30 KDC s? 1,Ph??ng  Th?nh M? L?i, Qu?n 2,H? Ch° Minh,2022-06-28 12:31:16.090, 105.00 ," 108,102,637.00 ","10.769378, 106.768539"
20496,9,M2505,20496,M2505,"+ V? tr°: 1, M?t ti?n ???ng Là Sao",,300 Là Sao,Ph??ng Ph£ Th?nh,Qu?n TÉn Ph£,H? Ch° Minh,2022-06-28 17:54:58.250, 58.60 ," 104,878,458.00 ","10.783593, 106.621376"
20464,9,M2484,20464,M2484,"+ V? tr°: 1 (M?t ti?n ???ng  s? 12, khu dÉn c? Ph£ M?)",,"15 Lì D ???ng 12, KDC Ph£ M?",Ph??ng Ph£ M?, Qu?n 7,H? Ch° Minh,2022-06-30 15:23:48.500, 220.50 ," 114,011,356.00 ","10.715522368418544, 106.73319120169828"
20493,7,M2502,20493,M2502,"+ V? tr°: 1, m?t ti?n ???ng Kinh A",,D2/10 ?p 4,X? Là Minh XuÉn,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-06-30 15:50:03.407, 198.00 ," 32,349,745.00 ","10.771737, 106.528350"
20444,9,M2471a,20444,M2471a,+ V? tr°: 1,,"Th?a 1595, t? 13-3",Ph??ng Ph£ M?,ThÖnh ph? Th? D?u M?t,Bçnh D??ng,2022-06-30 17:30:11.943, 100.00 ," 29,034,037.00 ","10.999651, 106.680389"
20658,9,M2610,20658,M2610,+ V? tr°: 1 (M?t ti?n ???ng B?ch ??ng),,89 B?ch ??ng,Ph??ng 15,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-07-06 15:44:53.360, 85.90 ," 246,411,349.00 ","10.802819073903592,106.70955061912537"
20628,9,M2591,20628,M2591,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n LÉm),,38 ???ng Nguy?n LÉm,Ph??ng 6, Qu?n 10,H? Ch° Minh,2022-07-07 11:27:32.053, 45.30 ," 288,098,921.00 ","10.763356,106.663795"
19980,9,M2145,19980,M2145,"+ V? tr°: 1, m?t ti?n ???ng DT753",,"Th?a 7, t? 42, ?p CÉy C?y",X? TÉn H?ng,Huy?n ??ng Ph£,Bçnh Ph??c,2022-07-08 09:03:32.873," 1,000.00 "," 5,460,551.00 ","11.484999, 106.996347"
19779,9,M2003,19779,M2003,"+ V? tr°: 1, thu?c ???ng s? 5 (Khu dÉn c? Trung S?n)",,"Th?a 463, t? 80",X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-07-12 09:37:33.420, 100.00 ," 125,000,000.00 ","10.73533274, 106.69109528"
20321,9,M2374,20321,M2374,+ V? tr°: 1,,"Th?a 221, t? 20",Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-07-12 16:10:15.350, 111.00 ," 261,022,214.00 ","10.73297, 106.70819"
20764,9,M2679a,20764,M2679a,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Minh Khai),,"Th?a 635, t? 64, kp TÉn Ph£ 1",Ph??ng TÉn Bçnh,ThÖnh Ph? D? An,Bçnh D??ng,2022-07-13 15:31:34.983, 217.20 ," 52,308,791.00 ","10.928688, 106.761466"
20766,9,M2679b,20766,M2679b,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n Th? Minh Khai),,"Th?a 636, t? 64, kp TÉn Ph£ 1",Ph??ng TÉn Bçnh,ThÖnh Ph? D? An,Bçnh D??ng,2022-07-13 16:00:52.167, 195.80 ," 52,825,302.00 ","10.928665303516333, 106.76145255151144"
17937,9,M1314c,17937,M1314c,+ V? tr°: 1,,"Th?a 614 vÖ 615, t? 44",X? Trung L?p Th??ng,Huy?n C? Chi,H? Ch° Minh,2022-07-13 18:10:17.273, 600.00 ," 4,644,000.00 ","11.045705993617, 106.44715579560392"
17392,9,M0935,17392,M0935,+ V? tr°: 1,,"Th?a 2, t? 9, ?p 2",X? Minh Th?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-07-13 18:25:28.517, -   , -   ,"11.527090, 106.692894"
20713,9,M2643d,20713,M2643d,+ V? tr°: 1,,63 (t?ng 1) Tr?n Qu?c Th?o,Ph??ng 7, Qu?n 3,H? Ch° Minh,2022-07-14 10:47:14.490, 87.03 ," 297,560,096.00 ","10.7806288, 106.6887828"
15403,9,M0109,15403,M0109,"+ V? tr°: 1, m?t ti?n ???ng 239",,"Th?a 410, t? 16, ?p 6",X? Minh Long,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-07-14 17:38:36.300," 1,108.80 "," 2,646,702.00 ","11.461851, 106.582524"
15403,9,M0109,15403,M0109,"+ V? tr°: 1, m?t ti?n ???ng 239",,"Th?a 410, t? 16, ?p 6",X? Minh Long,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-07-14 17:38:36.300," 1,108.80 "," 2,646,702.00 ","11.421832, 106.596494"
20625,9,M2589a,20625,M2589a,+ V? tr°: 1 (M?t ti?n ???ng s? 22),,"77 ???ng 22, KDC CN TÉn Bçnh",Ph??ng Bçnh H?ng Hïa,Qu?n Bçnh TÉn,H? Ch° Minh,2022-07-14 17:39:04.543, 100.00 ," 81,814,806.00 ","10.81951462228406, 106.60922326111945"
20726,9,M2653b,20726,M2653b,+ V? tr°: 1 (M?t ti?n ???ng MT Nguy?n C?u ?Öm),,104 Nguy?n C?u ?Öm,Ph??ng TÉn S?n Nhç,Qu?n TÉn Ph£,H? Ch° Minh,2022-07-15 17:10:07.557, 73.58 ," 155,282,883.00 ","10.799789, 106.629151"
20528,9,M2527a,20528,M2527a,+ V? tr°: 1 (M?t ti?n ???ng qu?c l? 1A),,"Th?a 3752, t? 2",X? M? Yàn,Huy?n B?n L?c,Long An,2022-07-15 17:12:07.083," 5,673.00 "," 12,699,075.00 ","10.653820118826493, 106.55257778220947"
20384,9,M2424,20384,M2424,+ V? tr°: 1 (M?t ti?n ???ng TÉy Th?nh),,"Th?a 316+317+318, t? 162",Ph??ng TÉy Th?nh,Qu?n TÉn Ph£,H? Ch° Minh,2022-07-15 17:37:04.263, -   , -   ,"10.809319402763403, 106.6199608278294"
20384,9,M2424,20384,M2424,+ V? tr°: 1 (M?t ti?n ???ng TÉy Th?nh),,"Th?a 316+317+318, t? 162",Ph??ng TÉy Th?nh,Qu?n TÉn Ph£,H? Ch° Minh,2022-07-15 17:37:04.263, -   , -   ,"10.809319402763403, 106.6199608278294"
19646,9,M1901a,19646,M1901a,"+ V? tr°: 1, m?t ti?n n?i b? KCN ??ng An 2",,"Th?a 300+301, t? 20, KCN ??ng An 2",Ph??ng Hïa Ph£,ThÖnh ph? Th? D?u M?t,Bçnh D??ng,2022-07-18 10:32:55.133," 44,943.50 "," 3,313,591.00 ","11.101921, 106.673475"
20122,9,M2228,20122,M2228,+ V? tr°: 1,,"Th?a 1, t? 24, lì 5, tr?c ???ng 33m",Ph??ng Hïa C??ng Nam,Qu?n H?i ChÉu,?Ö N?ng,2022-07-18 12:05:43.877," 9,023.30 "," 69,917,956.00 ","16.03195130227106, 108.2193078375594"
20680,9,M2626a,20680,M2626a,+ V? tr°: 1,,"Th?a 544, t? 21",X? HoÖ Kh†nh ?ìng,Huy?n ??c Hïa,Long An,2022-07-19 09:43:43.770, 212.00 ," 8,543,163.00 ","10.82077853561397, 106.42286401480312"
20681,9,M2626b,20681,M2626b,+ V? tr°: 1,,"Th?a 547, t? 21",X? HoÖ Kh†nh ?ìng,Huy?n ??c Hïa,Long An,2022-07-19 09:57:18.667, 201.00 ," 8,543,163.00 ","10.820971200963408, 106.422864014802"
20538,9,M2528,20538,M2528,+ V? tr°: 1,,"Th?a 681, t? 29, kp S?n Long",Ph??ng S?n Giang,Th? x? Ph??c Long,Bçnh Ph??c,2022-07-19 10:42:47.223, 550.00 ," 5,955,213.00 ","11.821326, 106.979402"
18212,9,M1561,18212,M1561,+ V? tr°: 1,,473 Là Quang ??nh,Ph??ng 1,Qu?n Gï V?p,H? Ch° Minh,2022-07-20 10:06:57.343, 129.23 ," 181,231,343.00 ","10.816608, 106.688575"
20585,9,M2563,20585,M2563,+ V? tr°: 1 (M?t ti?n ???ng K?T Biàn Hïa New City),,"Th?a 322, t? 111",X? Ph??c TÉn,ThÖnh ph? Biàn Hïa,??ng Nai,2022-07-21 11:20:21.170, 800.00 ," 20,175,883.00 ","10.859012631236773, 106.89754846572951"
17335,9,M0890,17335,M0890,+ V? tr°: 1,,"Th?a 2, t? 41, ?p 3B",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-07-21 11:55:17.413, 100.00 ," 49,418,747.00 ","11.47928514613707, 106.61454651163304"
16561,9,M0319c,16561,M0319c,+ V? tr°: 1,,"Th?a 101, t? 05",X? ??c Li?u,Huy?n Bó ??ng,Bçnh Ph??c,2022-07-25 10:20:56.107, -   , -   ,"11.7575, 107.1612"
16562,9,M0319d,16562,M0319d,+ V? tr°: 1,,"Th?a 120, t? 6",X? ??c Li?u,Huy?n Bó ??ng,Bçnh Ph??c,2022-07-25 10:21:27.987, -   , -   ,"11.7575, 107.1612"
17713,9,M1174,17713,M1174,+ V? tr°: 1,,Th?a 380,X? Ph??c T°n,Th? x? Ph??c Long,Bçnh Ph??c,2022-07-25 11:50:23.630, 300.00 ," 2,459,395.00 ","11.804139215062436, 107.01617536350001"
20783,9,M2691,20783,M2691,+ V? tr°: 1,,126 Kh†nh H?i,Ph??ng 6, Qu?n 4,H? Ch° Minh,2022-07-25 17:31:20.063, 72.00 ," 346,056,316.00 ","10.757345,106.700290"
20611,9,M2580,20611,M2580,+ V? tr°: 1 (M?t ti?n ???ng ?i?n Biàn Ph?),,1A ?i?n Biàn Ph?,Ph??ng 15,Qu?n Bçnh Th?nh,H? Ch° Minh,2022-07-26 11:04:54.190, 285.90 ," 353,961,127.00 ","10.793910216483328, 106.70044203317289"
20873,9,M2754,20873,M2754,+ V? tr°: 1 (M?t ti?n ???ng s? 15),,"Th?a 10, t? 40",Ph??ng TÉn Ki?ng, Qu?n 7,H? Ch° Minh,2022-07-26 14:26:17.390, 139.95 ," 199,111,450.00 ","10.74542335,106.70772408"
18031,9,M1418,18031,M1418,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n V?n Th?),,148 Nguy?n V?n Th?,Ph??ng ?a Kao, Qu?n 1,H? Ch° Minh,2022-07-27 14:22:20.567, 72.10 ," 411,127,334.00 ","10.787909,106.697028"
20476,9,M2492a,20476,M2492a,"+ V? tr°: 1, m?t ti?n n?i b? KCN Vi?t Nam - Singapore II m? r?ng",,"Th?a 333, t? 36, KCN Vi?t Nam - Singapore II m? r?ng",X? TÉn Bçnh,Huy?n B?c TÉn Uyàn,Bçnh D??ng,2022-07-27 16:34:49.120," 40,000.00 "," 3,156,702.00 ","11.155741, 106.699008"
20862,9,M2747,20862,M2747,+ V? tr°: 1 (M?t ti?n ???ng Nguy?n T?t ThÖnh),,192 Nguy?n T?t ThÖnh,Ph??ng 13, Qu?n 4,H? Ch° Minh,2022-07-27 16:37:41.570, 54.93 ," 327,986,459.00 ","10.762604716963496, 106.70824923699979"
20478,9,M2492c,20478,M2492c,"+ V? tr°: 1, m?t ti?n n?i b? KCN VSIP II",,"Th?a 238A, 239, 240, 262A, 263, 264 KCN VSIP II (S? 01 ???ng 7, KCN Vi?t Nam Singapore II)",Ph??ng Hïa L?i,Th? x? B?n C†t,Bçnh D??ng,2022-07-27 16:39:27.000," 30,135.90 "," 3,338,786.00 ","11.092206212848362, 106.68475902614257"
20811,9,M2710,20811,M2710,+ V? tr°: 1 (M?t ti?n ???ng Là V?n S?),,204 (Tr?t) vÖ 204 (t?ng 2+3) Là V?n S?,Ph??ng 10,Qu?n Ph£ Nhu?n,H? Ch° Minh,2022-07-29 11:21:27.667, 64.58 ," 300,356,391.00 ","10.7939809, 106.6688729"
20771,9,M2684,20771,M2684,+ V? tr°: 1 (M?t ti?n ???ng ???ng s? 10),,"Th?a 334, t? 80",X? Bçnh H?ng,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-07-30 16:54:27.690, 100.00 ," 143,856,269.00 ","10.734008,106.690971"
20635,9,M2593b,20635,M2593b,+ V? tr°: 1,,"th?a 170+171, t? 42",X? Trung An,Huy?n C? Chi,H? Ch° Minh,2022-08-01 11:04:51.290, 200.00 ," 24,209,732.00 ","10.984616, 106.577987"
20912,9,M2782a,20912,M2782a,+ V? tr°: 1 (M?t ti?n ???ng C†c ???ng trong KDC TÉn Bçnh),,"Th?a 957, t? 2",X? Phong Ph£,Huy?n Bçnh Ch†nh,H? Ch° Minh,2022-08-01 14:40:58.690, 99.30 ," 57,425,743.00 ","10.713022870984467, 106.64508395109708"
20634,9,M2593a,20634,M2593a,+ V? tr°: 1,,"th?a 714, t? 113",X? Ph??c TÉn,ThÖnh ph? Biàn Hïa,??ng Nai,2022-08-01 17:02:12.750, 100.00 ," 21,000,000.00 ","10.854149, 106.886608"
20875,9,M2756,20875,M2756,+ V? tr°: 1,,"Th?a 921, t? 70",Ph??ng An Ph£, Qu?n 2,H? Ch° Minh,2022-08-02 10:21:32.830, 100.00 ," 167,030,800.00 ","10.791625, 106.736757"
20946,9,M2803a,20946,M2803a,+ V? tr°: 1 (M?t ti?n ???ng Ph?m V?n ??ng ),,"Th?a 707, t? 18 Ph?m V?n ??ng",Th? Tr?n Cìn ??o,Huy?n Cìn ??o,BÖ R?a V?ng TÖu,2022-08-02 10:43:08.980, 160.40 ," 115,075,714.00 ","8.688133, 106.610703"
20947,9,M2803b,20947,M2803b,+ V? tr°: 1 (M?t ti?n ???ng HU?NH TH?C KH?NG),,"Th?a 89-90, t? 21 Hu?nh Th£c Kh†ng",Th? Tr?n Cìn ??o,Huy?n Cìn ??o,BÖ R?a V?ng TÖu,2022-08-02 10:44:07.007, 150.00 ," 21,035,373.00 ","8.683100, 106.593800"
21005,9,M2835,21005,M2835,+ V? tr°: 1 (M?t ti?n ???ng ???ng N?i B? Khu DÉn C? TÉn Quy ?ìng),,12 lì D3 khu ??nh c? TÉn Quy ?ìng,Ph??ng TÉn Phong, Qu?n 7,H? Ch° Minh,2022-08-04 10:58:52.837, 103.00 ," 139,625,108.00 ","10.73598, 106.70467"
21030,9,M2858,21030,M2858,+ V? tr°: 1,,"90 ???ng 17, kp5",Ph??ng An Ph£, Qu?n 2,H? Ch° Minh,2022-08-04 12:13:42.980, 100.00 ," 167,651,681.00 ","10.798855, 106.739035"
21006,9,M2840,21006,M2840,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n n?i b? KCN Minh H?ng - HÖn Qu?c),,S? vÖo c?p GCN: CT 03105,X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-04 21:49:09.233, -   , -   ,"11.485850, 106.625962"
21009,9,M2842b,21009,M2842b,+ V? tr°: 1 (M?t ti?n ???ng Ch? Minh H?ng),,"Th?a 86, t? 44, ?p 3A",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-06 22:19:02.147, 56.10 ," 53,668,262.00 ","11.476170, 106.615746"
21047,9,M2872,21047,M2872,+ V? tr°: 1,,"Th?a 841, t? 20, kp3",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-09 10:21:03.553, 194.00 ," 34,515,375.00 ","11.424708, 106.617619"
20941,9,M2799,20941,M2799,+ V? tr°: 1,,"Th?a 2, t? 47, ?p 4",X? Minh ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-09 12:28:44.497, 100.00 ," 35,862,388.00 ","11.433179, 106.649282"
20942,9,M2800,20942,M2800,+ V? tr°: 1,,"Th?a 55, t? 45, ?p 4",X? Minh ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-09 14:16:47.157, 300.00 ," 28,046,759.00 ","11.435500, 106.653000"
20954,9,M2796c,20954,M2796c,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n Qu?c L? 13 ?o?n th? tr?n Ch?n ThÖnh),,"Th?a 444-443, t? 24, ?p 1",X? Minh H?ng,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-10 16:42:17.747, 46.60 ," 110,000.00 ","11.467895, 106.615388"
20936,9,M2796a,20936,M2796a,"+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Nguy?n V?n Linh, c†ch Qu?c L? 13 kho?ng 2km)",,"Th?a 127, t? 32, ?p 12",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-10 17:13:14.793, 300.00 ," 17,679,025.00 ","11.456374, 106.628023"
20979,9,M2821b,20979,M2821b,+ V? tr°: 1 (M?t ti?n ???ng M?t ti?n ???ng Phan ?çnh Phóng),,"Th?a 89, t? 39, kp Trung L?i",Th? tr?n Ch?n ThÖnh,Huy?n Ch?n ThÖnh,Bçnh Ph??c,2022-08-10 17:38:27.033, 203.50 ," 13,529,631.00 ","11.428959, 106.631075"
